text,label
What are some trending topics on Twitter India right now?,1
the average yearly precipitation is 1086nbspmm,0
"Arre yaar, can you check what the score is in the cricket match?",1
what are your favorite activities,1
using the students simultaneous,0
Could you pick up the kids from soccer practice today?,1
"That specific brand of snack packet is my favourite, crunchy and spicy.",0
is there a list of recommended shots to get before travelling to kenya,1
during afternoon is there a meeting room to use,1
Remember to get change for parking fee before we reach the mall.,1
Someone needs to water the plants; they're looking a bit sad.,1
You must apply for the driving test slot as soon as they become available.,1
pay my gas bill from my saving account,1
I'm still processing the news; it was quite unexpected.,0
georges companion as a sailing master serving under thomas stradling,0
than money viewing graham,0
This city's street food culture is incredibly diverse and vibrant.,0
with 13500 members in 320 local teams this is by far the largest sar organisation in norway,0
how long do chipmunks usually live,1
Ask the cleaner to use specific cleaning solution for the bathroom tiles.,1
"Pass me the remote, yaar, this TV serial is so boring.",0
make me a reminder about booking it,1
when did camus die,1
did i go out to eat more than usual,1
however the polish troops were insufficient in number,0
Find the closest 24-hour pharmacy near my location.,1
hillsboro is a town in loudoun county virginia virginia united states,0
401k rollover help,1
"The water flow in the shower is very less today, must be some problem.",0
top 10 tuesday most memorable villains,0
Prepare the tea tray with biscuits for the guests arriving soon.,1
You need to complete the mandatory HR training by next Friday.,1
The online shopping sale was not as good as I expected.,0
The tranquility of a library is something I deeply appreciate.,0
either of them could be i'm not sure,1
"Siri, what's on my calendar for tomorrow morning?",1
"Hey Siri, call Dad on speakerphone.",1
descriptions of a few simple techniques follow,0
it was all low and considered uninhabitable,0
one of these is fort banks australia located on cape banks,0
show me the transaction on my car,1
Call the vendor and ask about the status of order 743B.,1
his liver and kidneys later deteriorated,0
That street food vendor makes the best samosa chaat in this area.,0
please put a block on my discover account immediately,1
when are my tires next due for a change,1
finland japan canada france and spain are cases in point,0
see above for further succession,0
Could you suggest some healthy vegetarian snacks for evenings?,1
Investigate the source of this bug report.,1
finnish population registry center 31122006,0
proposals for further such introductions remain controversial,0
Let's touch base next Monday to review progress.,1
can the 401k i have be rolled over,1
I'm not sure I agree with his interpretation of the data.,0
dangelo takes macys by storm,0
is va treatment free for veterans,1
us our skeletons  documentary film,0
can i ask you all different types of questions,1
"Assistant, find vegetarian restaurants near me.",1
how long would it take to get to chicago by bus,1
"Be careful, beta, the floor is wet, you might slip!",0
do you think we have a higher calling,1
Show me the route to the nearest government hospital.,1
show tracking information on my replacement credit card,1
however they had never agreed to this,0
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,1
"Alexa, tell me a good joke, yaar.",1
aircraft manufactured with centurion 17 engines include,0
my gps coordiantes will be shared with aunt sunny,1
"Assistant, switch off the smart plug in the bedroom.",1
tell me how old you are,1
i need to know when i should replace my tires next if i last replaced them on june 2,1
pay my monthy mortgage payment,1
exchange rate between mexico and us,1
i am currently out of q tips and need more ordered right away,1
it is recorded in the anglo saxon chronicles that their leader hengist advised,0
This curry smells amazing; I can't wait to try it.,0
the most notorious was her relationship with the married sonnie hale,0
"The server is down again, so could you reboot it and let me know when it's back up?",1
is there any good place for mexican food in hawaii,1
what is the routing number for my wells fargo account,1
what day will it be 373 days from now,1
when's the next movie starring thor set to come out,1
i am a computational biologist as well as an aspiring novelist,0
Text Sarah 'Happy Birthday! Hope you have a great day!',1
are any meetings scheduled for today,1
tell me the meaning of alternative,1
"Alexa, order one kg of basmati rice from Amazon Pantry.",1
what time is in over there in pacific standard time,1
pond the sartacenis alphabet,0
masters of the chainsaw   chainsaw competitions,0
meat consumption and fatal ischemic heart disease,0
Turn off the lights in the kitchen.,1
"The paint on the balcony wall is peeling off, need to get it fixed.",0
their one 2003 is,0
by 1947 it had nearly two hundred thousand members,0
"Assistant, read my latest text messages to me.",1
government at to venerated,0
tools include the vacuum cleaner broom and mop,0
calgary alberta is also known for its microclimates,0
the per capita income for the township was 32212,0
steven j hatfill md v attorney general john ashcroft,0
what makes life have any meaning,1
provide me the name of who made you,1
it is also formally known as mandarin cuisine,0
the cambridge history of iran vol,0
provide assistance on what to do to make a vacation request,1
what does idiosyncratic mean,1
"This discussion has been very productive, I think.",0
Could you confirm if the online payment went through for the electricity bill?,1
what transactions do i have on my visa from the last 4 weeks,1
the letter condemned livingstone for hosting the islamic cleric,0
it has poor thermal and solvent resistance however,0
can you help me switch to a new insurance plan,1
he also had two games where he registered eight blocks,0
this impressed joan and they started dating,0
who's your creator,1
the question is not presently resolved,0
who are dan and dave,1
wilma mankiller was the sixth child of eleven childrenmankiller,0
he is best known for his short stories,0
what's the name of the current song,1
others are peninsulas or just coastal settlements,0
i'm out of clorox wipes so will you put that on my shopping list,1
help me find my phone please,1
"He is very dedicated to his morning yoga practice, does it every day.",0
can you look up what my shopping list has on it,1
one interesting and humorous example is the name of nowata oklahoma,0
in the semifinals the flyers faced the new york rangers,0
"The school bus arrived unusually early this morning, missed it.",0
how many miles per gallon does my car get,1
please put a block on my us bank account immediately,1
10ml terumo r syringe with luer lock tip,0
please change your language setting to spanish now,1
Kindly put these groceries away in the kitchen cupboards.,1
Book a reservation for six people at 'The Spice Room' for Saturday evening.,1
what is my old navy card's rewards balance,1
please make the timer for cooking for for 2 hours,1
nickels 1996 heading about the author  heading about the author,0
Report... needs changes... before Friday?,1
they are sometimes referred to as the cari or khari,0
his catenaryhistory which appeared in the preceding paragraph,0
its county seat is fargo north dakota,0
digital techniques are also used in advertisement,0
sncc actively 20,0
how long before my updated cc takes to arrive,1
"If anyone's heading to the post office, I have a package that needs to go out.",1
quantum philosophy move,0
i want to hear the very next song on this playlist,1
musial also served one year as general manager of the cardinals,0
what's the alma mater of the man that started youtube,1
"You must book your vaccine appointment soon, the slots are filling up fast.",1
by itself the chap protocol is vulnerable to dictionary attacks spoofing or reflection attacks,0
My office chair isn't very comfortable for long working hours.,0
i need a timer that is set at 1 hour exactly,1
how do i make my insurance policy different,1
in north carolina i 40 merges with interstate 85 between greensboro north carolina and hillsborough north carolina just west of durham north carolina,0
do i need to pay my credit card bill already,1
The economic forecast for next year is looking quite uncertain.,0
that i don't know,1
subsequent events soon brought girard back into cabinet,0
"My phone storage is almost full, need to delete some old photos.",0
what's my current limit on my visa,1
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",1
see also hydroacoustics and fisheries acoustics,0
what's the time zone in miami,1
another example is glutathione which is made from amino acids,0
the films other awards and nominations,0
can you order more chapstick i am all out,1
"This AC doesn't seem to be cooling properly, I think.",0
i need an uber for 2 for orlando,1
My son is preparing very hard for his board exams this year.,0
the local municipality bought it in 1960,0
Ask the watchman if anyone delivered a parcel for our flat.,1
"Google, find me a local plumber who's available today.",1
flip a heads or tails coin i pick heads,1
how do i rollover my 401k,1
max then becomes depressed and stops attending school,0
the station is at the junction of gunnersbury lane a4000 road and bollo lane and is in travelcard zone 3,0
call the restaurant and cancel my reservation,1
please also list wash laundry on my to do list,1
what kind of gas do i put in my car,1
stein is noted for his investment advice,0
the story begins on november 9 1988 in chicago illinois,0
beneath these bodies are circuit magisterial and traditional courts,0
text cited in bong n3 the oxford english dictionary,0
the precise reasons remain obscure,0
this article is about the comic strip,0
Patch the servers and reboot them during the maintenance window tonight.,1
dopamine appears to factor into both conditions,0
can i afford a new tv from my savings account,1
does chillis have good reviews,1
His perseverance in the face of adversity is truly admirable.,0
thus the inception of glendora mississippi in 1900,0
tell me whether i can put a pto request in for may 10 to may 15,1
the environment has been copied by other desktop vendors,0
"The water pressure in the tap is very low today, what happened?",0
ngos think tanks and international organizations,0
"can you connect with my phone, please",1
i need to report a card that's been lost but i dont know how,1
or forced became a consistent policy through american administrations,0
spi confused hof gap with the fulda gap further north,0
this was the first version of libobjcx,0
i need know know the reward balance for my visa,1
"Rohan, pass me the remote, yaar, that ad is so irritating.",0
multiple a is,0
what is saas marketing,1
it seems my luggage was lost,1
Fetch the charger from the living room sofa.,1
we will never be out hit,0
does my bank of america card have international transaction fees,1
since early in his life he dreamed of a better place to live for his family,0
speak back to me what's on my reminder list,1
You should tell them to reboot the server.,1
how safe is it to travel to guatemala right now and are there any alerts,1
"Water my office plant if I'm away for more than two days, please.",1
"yes, that's confirmed",1
"Alexa, play my 'Focus' playlist.",1
please skip this song and go to the next one instead,1
"We need to submit the tender documents by Wednesday, deadline.",1
assuming the form of an old woman she warned arachne not to offend the gods,0
can you walk me through setting up direct deposits to my bank of internet savings account,1
i would like to know how to find my w-2,1
when do i get paid,1
i didn't catch that say it again,1
the confederate troops numbered around 2000,0
get connected to my phone,1
newfoundland and labrador general election 2007,0
what is the boarding time for my upcoming flight,1
this generation was only a five seat suv,0
what's the limit on my american express card,1
on january 7 2005 edgar ray killen was arrested,0
please start calling me mandy,1
I was thoroughly impressed by his presentation skills today.,0
take out of my checking 400 dollars and put it into my emergency savings account,1
"This particular problem requires a rather nuanced approach, I believe.",0
The prices of vegetables have gone up so much lately.,0
"hi, i'm john",1
at midnight gifts and presents are opened,0
the test pilot successfully bailed out,0
it is considered to be his finest film,0
i have a new job now and need help with rolling over my 401k,1
career hitter with a 499,0
where you from,1
Tell the painter where exactly the repair work is needed in the living room.,1
many countries subsidize sugar production heavily,0
what do i need to set up direct deposit,1
"Hey, can you update my calendar for Friday? I need to block out the afternoon.",1
about how long does it usually take a new card to get mailed to me,1
external sovereignty concerns the relationship between a sovereign power and other states,0
"Google, what is the PIN code for Andheri West?",1
please identify the name of the creator of this ai,1
Prepare the list of guests attending the event and share it with the team.,1
where were you born,1
the current mayor is dave ryan,0
a railroad provided transportation for passengers and goods,0
how long should i expect to wait for my replacement credit card,1
what are some ways to reduce spending,1
the the middle 1858,0
what's the dominant minor for the key of bflat,1
"Accha, so the meeting got postponed to tomorrow morning then?",0
routledge  kegan paul london and new york,0
churches tell part of the history of the town,0
what do the values of numbers mean non-numerically,1
tell me how to jump start my own car battery,1
can you tell me what 30% off 279 is,1
modern turbine design carries the calculations further,0
let me know what kinds of pets you have,1
can you tell me where my phone is,1
in march 2000 raitt was inducted into the rock and roll hall of fame,0
should i get more gas,1
"My sister got admission in a good college this year, we are very proud.",0
has my card application successfully gone through,1
by population with the,0
constant permeke vincent van gogh with sculpture garden ao,0
its only fm control,0
"Pick up my prescribed medication from the pharmacy, it's ready.",1
far more important is the use that the information serves,0
The aroma of street-side ginger tea is quite addictive.,0
Tell me a famous moral story for kids.,1
"Um, the... the bin is overflowing, can... can someone empty it?",1
early t 55s were fitted with a new tsh 2b 32p sight,0
please transfer half of my funds to an alternate account,1
Ask the delivery guy to leave the parcel with Aunty next door.,1
a disease with a long incubation,0
where do you hale from,1
the location was chosen as a compromise,0
is there a quick way to improve my credit score,1
what day am i off next,1
do you change the oil in your car more than once a year,1
Add 'review presentation' to my to-do list for tomorrow.,1
are there any travel alerts for seattle,1
what's the most dominant scale in bluegrass,1
get the details on the pto i have used,1
Water bill... high... pay... before due date.,1
how long have you been functional,1
is there an option to speak only in mandarin,1
the first few decades of hammurabis reign were relatively peaceful,0
my new debit card is lost and i need to report it,1
can i check my gold rewards card online,1
name bus constantly,0
shoot the dice!,1
how expensive is an apple share,1
jack now had nowhere to go,0
hello all im matthew mcvickar,0
"Her sari collection is absolutely stunning, such rich colours.",0
Is it expected to rain in Shimla tomorrow afternoon?,1
smokeys boss was chief cash u nutt,0
"Alexa, what is 25 multiplied by 17?",1
are deer indigenous to north america,1
carrollton has a tight knit music community,0
what name is saved for me,1
The pollution masks are now a common sight in all major cities.,0
what's my horoscope today,1
The current humidity levels are making it very difficult to breathe freely.,0
published in stanford encyclopedia of philosophy,0
what time of day is it,1
marta initially blamed the incidents on rowdy patrons jumping on the escalator,0
early fiction twice that,0
"I forgot my wallet, can you pay for lunch, and I'll Venmo you back later?",1
the culture was one of creativity,0
The cost of fresh seafood has gone up significantly since the pollution warning.,0
send 100 dollars from my vanguard money market to my wells fargo savings,1
how much is the best vpn,1
"She always remembers everyone's birthday, has a very good memory.",0
Learning a new language is always a challenging endeavor.,0
i need help paying my phone bill,1
grips have two main functions,0
"who or what programmed you, do you know",1
Get me the latest stats on user engagement for the new feature.,1
Could you lend me some cash? My card is not working.,1
Make sure to include a section on sustainability in our proposal.,1
he then asked to purchase an advertising,0
clearly it was based on fantoche puppetry,0
an updated version of the book was published in 2002,0
it consisted of 3 infantry divisions,0
Secure the perimeter and report any unusual activity.,1
his brother fuad mugniyah was killed in a 1994 beirut car bombing,0
he was presented at the ceremony by dick rutan,0
ncaa tournament records by conference through 2006,0
"That ice cream flavour sounds very exotic, I wonder how it tastes.",0
concord park is a  park at concord road and knox valley drive,0
the dominican republic has only a demonym based description for a name,0
our politics of choice is none,0
the history of the czech lands includes the following periods,0
often simply referred to as asian pears,0
how do you spell verisimilitude,1
verbs are described by four principal parts,0
ties have a history of hanging around,0
his first mainstream exposure was in world championship wrestling wcw,0
He was sharing some interesting anecdotes from his childhood.,0
can you find out for me how many mushroom species are there,1
do i need a visa to go to somewhere internationally,1
i am thankful for the answer,1
can i take pto form march 4 to march 6,1
can you show me how to book a car rental in manitowoc,1
a small amount of glucose is also commonly used,0
what show am i watching,1
how many miles before i need my tires changed,1
suburbs which lay within glen eira include,0
the measure was narrowly defeated,0
how long does it take to get to red robin on phoenix,1
is it worth investing in target,1
send a message to natalie in the form of a text,1
the corneal nerves stimulate tear secretion,0
what kind of gas do i use,1
can you tell me tomorrow's date,1
"Hey Siri, call my office landline number.",1
gadget is assigned to protect rick rocker from dr claw and mad agents,0
"Dim the screen brightness a little, it's too much.",1
"Siri, what movies are playing nearby?",1
russian army used scorched earth strategy during its retreat in summerfall of 1915,0
i would like to switch my insurance plan,1
rowland now a homeowner in middlebury at bostoncom,0
will you block non-kid friendly shows,1
is there any way you can decrease your speaking rate,1
god is at the helm,0
Can someone grab the projector from the storage room? It's not in here.,1
The quarterly review went better than I had dared to hope.,0
astrup fearnley museum oslo norway 1998,0
who are you manufactured by,1
soon after that release the band broke up,0
That concert last night was absolutely incredible.,0
"Siri, play 'Chaiyya Chaiyya' song.",1
Upload the final version of the document to the shared drive.,1
go ahead and give me a suggestion for what to make for dinner,1
Check the patient's temperature and record it.,1
please save my draft for me so i can work on it later,1
Can we move the standing meeting to Tuesday mornings instead?,1
ergogenic iii of,0
do i need a converter in barcelona,1
don't have any idea,1
siegel paid overtime and double time,0
how long does it take a new card to arrive in the mail to me,1
can you tell me the drive time to the nearest gas station,1
how many days until i get my payment,1
the borough seat is healy alaska,0
add single ladies by beyonce to my pop playlist,1
measure tire pressure,1
it is very agile and a good swimmer,0
it can be front or rear mounted  whichever is preferred,0
gulfstream faces penalty on pilot hours maintenance the wall street journal,0
in a games,0
Play some instrumental tabla music for studying.,1
how do i prevent my credit score from dropping,1
it can be both physical and mental,0
the formula for updating his rating is,0
show me all new transactions,1
i'm out of laundry detergent so will you put that on my shopping list,1
speak faster,1
"The street dogs are barking non-stop tonight, disturbing the peace.",0
what insurance benefits am i getting,1
a gerards vassal very,0
can you set a two hour timer,1
That new ice cream parlour's chocolate fudge flavour is to die for.,0
he specialized in shorter works like novellas and one act plays,0
written of,0
dictionary of national biography article on savage,0
the film also starred angela lansbury as harveys evil mother,0
Make sure the kids finish their milk before playing.,1
this is thought to have been due to his co operation with annes enemies,0
it closed after four performances,0
smaller shakespeares british,0
can you tell me the types of pets you have,1
it still goes by the full name in japan,0
volkswagen claims protection comparable to a gt racing car,0
he then begins to explain the plot of the play,0
what company is responsible for your design,1
what is apple's stock,1
Tell the security that Mr. Sharma from flat 301 will be visiting me.,1
chinese pottery may be earliest discovered,0
what date does my capital one card expire,1
how should i rollover my 401k,1
what is the next football game,1
what is npr reporting on right now,1
I really value your input on these matters.,0
allied aircrews soon realised that they were facing a formidable new fighterfrancillon 1979 p 130,0
hunter was sent off in this match for retaliation,0
are the plugs different in barcelona,1
i'm thinking someone may have used my card in a fraudulent way,1
Ask the laundry service about the estimated delivery time.,1
rhine is a town in dodge county georgia georgia us state united states,0
i have no knowledge of that,1
look for auto companies that do scheduled maintenance on my vehicle,1
i need to know how to say hello in france,1
"Okay Google, broadcast a message: 'Dinner is ready, come to the table.'",1
in its hand properties,0
"My shoes are feeling a bit tight today, I think.",0
how much money have i dropped recently,1
Prepare the conference room for the 10 AM meeting.,1
the city of cambridge has 2 private skating arenas,0
who was the first capcom character,1
"i didnt hear what you just said, can you say it again",1
Forward this thread to Mark and ask for his input.,1
mermoz was a poetry lover,0
diameter which produce 13000 lbf,0
"He speaks English very fast, sometimes it's hard to understand him.",0
when's the next time i get paid,1
"i want to know how to change oil, tell me the steps one at a time while i work through it",1
he was wondrous in his prayers,0
My uncle decided to take voluntary retirement next month.,0
His ability to remember names and faces is quite remarkable.,0
tell me when the next holiday arrives,1
"My throat feels scratchy, maybe because of the pollution outside.",0
thence he dispatched lieutenant general john lambert general with a cavalry corps to harass the invaders,0
burakumin everything on burakumin 3 april,0
This particular brand of basmati rice cooks really well.,0
i need to know why my card was declined,1
"on pets, what kind do you have",1
"Uh, can someone... turn that music down a little bit, maybe?",1
Show me how to calculate simple interest on a principal amount.,1
"i'm not sure if watermelon is on my shopping list, but if it isn't can you put it on there",1
Fetch the house keys from the drawer near the entrance.,1
prism climate group oregon state university,0
what years has korea been at war,1
are there any travel alerts for china,1
Ensure all bills for the event are paid within a week.,1
Coordinate with the marketing team to launch the new campaign next Monday.,1
also rhusiopathiae classification jailed,0
harpsichord maker david jacques ways workshop was in stonington,0
a public school was established in 1640,0
she was impressed and castellaneta was hired,0
subsequent references may be to sewanee or the universitythe,0
people living in a chawl have little privacy,0
go forward to the next song on the playlist,1
Order 5 kgs of Sona Masoori rice on my usual grocery app.,1
high solubility if used in titration 5,0
transfer funds to the other account,1
subsequently he recommended callas to retired tenor and impresario giovanni zenatello,0
the current story features jericho who has turned renegade again,0
nearly but youre forgetting the accents,0
what thoughts do you have about making dinnner tonight,1
do you have anything you enjoy to do,1
what's the traffic like on my way to the terminal,1
"after losing a credit card, how long does it take to get a new one",1
Could you send me the list of invitees again? Lost the previous one.,1
The smell of roasting corn on the roadside takes me back to childhood.,0
they are sometimes written as  qp and db typographic ligatures,0
i don't have an answer for that,1
what information can i ask you,1
edwins acting style was a reaction against that of his fathers,0
she had given one month of commissioned service,0
This song always makes me feel nostalgic for my hometown.,0
at age 26 mascagni had become famous overnight,0
"I'm concerned about the budget, so let's schedule a meeting to discuss cutting costs and finding new revenue streams.",1
what to do if luggage lost,1
what's going on,1
some were town houses others farmhouses with yards,0
is tomato on my shopping list,1
1993 character few,0
save percentage with the peoria rivermen,0
ai can you tell me what things i may ask,1
in combining the two equations,0
"This recipe requires too many ingredients, I feel.",0
My wrist is paining after using the computer mouse all day.,0
hurrah for the red and white,0
Schedule a meeting with the client for Thursday morning.,1
"I kinda feel, um, we might be overlooking a, uh, critical component here.",0
what is my spending limit on my chase sapphire card,1
in addition to the hawaiian islands aloha airlines served reno and sacramento from sna,0
"Hey, the meeting... next... on the marketing... prepare those slides.",1
It's already so cloudy; looks like the match might get rained out.,0
what kind of gas mileage do i get,1
a plain picture defaults to the images native size,0
he eliminated 23000 management jobs hired more letter carriers and counter employees and emphasized automation to speed mail delivery,0
advantage foundation business icon program,0
how long has it been since i was paid,1
what name do you use to talk about me,1
restore your original settings now,1
Find out the departure time for the last train from Delhi to Chandigarh.,1
starting from the bengali language movement of 1952,0
this day is still the belgian national holiday,0
She usually arrives around this time.,0
how do you say hello in japanese,1
tell me things i can do in chicago,1
what time is it in the pacific timezone,1
i would like that repeated,1
tell me some amazing trivia about radios,1
what are some good mexican restaurants in indianapolis,1
after jettisoning the lunar module aquarius command module odyssey splashed down safely in the pacific,0
how many points per game is lebron james averaging this season,1
i have old model car,1
as a zoologist he also had a working knowledge of both greek and latin,0
the dam that stops the reservoir is called po lo pa lit,0
Remember to charge your phone before we leave.,1
Tell me something I don't know.,1
show my my minimum payment for youtube,1
changes were greater for 1976,0
dixon affecting by,0
"Please remind me to call Papa back in an hour, haan?",1
how much is the current balance in my td bank savings account,1
"His sense of direction is terrible, always gets lost even with GPS.",0
for each successor do a,0
gardens performances met with considerable critical acclaim,0
"This city has a really vibrant nightlife, especially on weekends.",0
Can you make the sound of a cat meowing?,1
The tailor did a very bad job with my blouse this time.,0
i had to act ruthlessly,0
earliest english kings p 29,0
is there overtime in college football,1
his chief bodyguard and later biographer was charles frederick henningsen,0
ministry of canadian heritage commonwealth day,0
will i have to apply for a visa if i want to visit mexico,1
in second edition 1519 erasmus used also minuscule 3,0
william bloxham died on march 15 1911 in tallahassee florida,0
best places new rochelle new york crime data,0
however the 1st 2nd and 3rd ionization energies have been measured,0
help me get an american express card,1
"Oops, I forgot to reply to Meera's message from this morning.",0
make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse,1
i'd like to know the meaning of life,1
Maybe we should think about hiring another developer.,1
"I'm really enjoying learning Kathak dance online, it's challenging but fun.",0
will my 401k carryover or not,1
breasts are secondary sex characteristics and sexually sensitive,0
the operation summer,0
which way do you have my name saved,1
this directly contravened testimony before the grand jurylil,0
how do i find my present location right now,1
purkis a holocaust of ones own 8,0
my buttons look like ancient magic words,0
"Assistant, what's the flight status for AI 506 from Delhi?",1
the council currently consists of,0
how do i check my rewards for my target card,1
He is very knowledgeable about different regional Indian cuisines.,0
That specific flavour of ice cream is available only during summer.,0
Who wrote the book 'Train to Pakistan'?,1
there is also a sizable minority of arab jews,0
band of brothers shoulder to shoulder,0
first quarter 2007 fec filings,0
the current legislation is the abortion act of 1974,0
which kinds of info are you familiar with,1
undo this process,1
Could you remind me to buy more milk packets?,1
what timezone is the country in,1
vulgate for office the,0
Submit the revised proposal to the management by the end of the day.,1
how much is my cable bill for,1
what are the pros and cons of credit cards,1
"The doctor advised me to reduce my sugar intake, unhealthy habits.",0
the car feels wobbly so check my tire pressure,1
helping of welcome political,0
i want to know how to say goodbye in france,1
i want a block placed on my checking account right away,1
the band travelling around maine performing at dances fairs and similar venues,0
what timezone do ho chi minh use,1
Their garden is always the most colorful on the street.,0
"Sunil, can you turn off the fan when you leave the room?",0
"Show me pictures of baby pandas, they are so cute.",1
please tell me how much money i have in my bank accounts,1
freeze my account,1
responder revived the 80,0
"This room freshener has a very pleasant lavender fragrance, no?",0
the page dimensions shrank in two steps,0
That specific strain of flu is circulating rapidly in the community.,0
send a text message,1
Mow the lawn this weekend if the weather's good.,1
see also buddhism in japan,0
the college moved to new york city after a few years,0
"I've got to run to the store for milk, want me to pick up anything else for you while I'm there?",1
maasbree  is a municipality and a town in southeastern netherlands,0
block sing the,0
Find some highly rated drama series on Netflix to watch.,1
This tailor shop always delays the delivery of clothes.,0
I'm looking forward to a relaxing weekend after this long week.,0
please get my car started before i go out to it,1
the state legislature us originally chose the senators,0
these plants provide the bulk of electricity generated and sold by the company,0
abraxane drug information food and drug administration january 7 2005,0
"Ravi, did you charge my phone? The battery is almost dead.",0
"if i take a flight on pan am to denver, how many carry ons are included",1
The taste of authentic Gujarati thali is something I love.,0
set an alarm for lunch and another for dinner,1
"That street play performance last week was really powerful, addressed social issues.",0
the song on speaker is what like,1
l companion planting for successful gardening,0
new york purple mountain press 2000,0
"my card split in half, can i report it",1
Defrost the chicken for dinner tonight.,1
who is radiohead,1
from the norwalk green line station,0
"i dont want to hear this song, just play the next one",1
"Could you elaborate on that point, please?",1
what do you think the purpose of life is,1
the devices ran the newton os,0
"Order pizza for the team, maybe two pepperoni and one veggie.",1
the program has met with overwhelming success,0
do you work for anyone else,1
in some regions it is called a bonfire,0
how old are rick ad morty,1
later manzarek asked morrison to join the band morrison accepted,0
axioms are not taken as self evident truths,0
in 1999 cleveland was identified as an emerging global city,0
how many paypal transactions did i have last week,1
are there any videos on how to repair my credit score,1
it is  north east of charing cross,0
bruce ardanelles son from a previous marriage was adopted by john,0
it is the state tree of idaho,0
My eyesight has become slightly weaker in the last year.,0
give me a cool fact about potatoes,1
The current project scope seems quite ambitious to me.,0
it has put my own illnesses into perspective,0
the office of chief development officer is located in vikas bhawan roshnabad,0
please scratch my march 1st meeting off my calendar,1
what kinds of fun touristy things are there to do in boston,1
when am i boarding my flight,1
although the album credits the whole band as producers it was primarily lake who produced it,0
I've been meaning to try that new ramen place downtown.,0
love is the law love under will,0
are you my worker,1
how far can i go on one tank of gas,1
this facilitates writing articles on singers etc,0
the towns name is derived from northumberland in england,0
it is almost 100nbspkm long evenly divided between russia and lithuania,0
what's the procedure to get cash back rewards on my visa,1
"Assistant, add 'doctor's appointment tomorrow at 10 AM' to my Google Calendar.",1
fallen designs time the,0
when will my application for my credit card be processed,1
i need to know if you are a real person or an ai,1
what is the exact number of my salary,1
scientific american inventions and discoveries p355,0
how do i open an online line of credit,1
a of number of,0
let me know what names you have for me,1
tell me flight dl123's statud,1
after 2002 hotel expansion was halted,0
can you please request pto for march 2 and 3,1
the river hz,0
could you please state the apr for the credit card,1
Ask the cleaner to use a separate mop for the bathroom.,1
so the convention would not be disrupted,0
they get rid of craddocks body via a disposal chute,0
Tell the watchman to inform me when the gardener arrives tomorrow.,1
The user feedback has been overwhelmingly positive so far.,0
reynolds died in kinderhook aged 56 and is interred in kinderhook cemetery,0
can my 401k rollover or not,1
This new blend of coffee is surprisingly smooth.,0
campaign are animals the new slaves,0
what's the typical structure for writing a country song,1
not everyone benefits equally from exercise,0
rhino works in both compiled as well as interpreted mode,0
what name would you like me to call you,1
"That street magician pulled off an amazing trick, impossible to figure out.",0
who do you call your boss,1
apples expire in how long,1
kennametal employs 200 people locally,0
what's the funnest thing for a tourist to do in iceland,1
place a hold on my chase money market market account at once,1
cambridge university press cambridge uk,0
what is the account number,1
what size wipers does this car take,1
as marias contemporaries said of her she is truly an empress,0
I've always found abstract art fascinating.,0
algeria achieved independence on july 5 1962,0
the whole scene was scary,0
Send an invoice to the client for the services rendered last quarter.,1
The pattern on this fabric is quite intricate and beautiful.,0
angaston has zion and salem penrice,0
the railroad bestowed the name whitton to the place,0
it is a listed building,0
"Siri, what are the trending videos on YouTube today?",1
The kulfi falooda at that old shop in Chandni Chowk is still the best.,0
"Schedule a deep clean for the office for next month, please.",1
"Book an emergency plumbing service, there is a major leak in the bathroom.",1
get me the rates of hacking susceptibility for household in my area,1
"Hey Assistant, what's the current temperature in Bangalore?",1
Add 'call electricity provider' to my evening task list.,1
explain to me how transferring my 401k works,1
This room cooler is not giving much relief in this heat.,0
take one hundred and fifty bucks from my wells fargo checking account and put it in my wells fargo savings account,1
constitution had been gone over four yearsmartin,0
define antagonist for me please,1
"i want to go out to eat but have no idea where to go, do you know of any places",1
any headlines from my areai,1
he was tried and executed for treason,0
often used as a derogatory term,0
she now lives in london ontario,0
zeni gevapatrick kennedy freedom bondage review allmusic,0
what all can i ask you,1
please go ahead and flip a coin,1
there the famous battle mala pelea occurred,0
"We really need to clear out the garage this weekend, it's a mess.",1
Ensure all participants have joined the video call before starting.,1
Where is the closest Canara Bank ATM from here?,1
i need to know again,1
Start my 'Meditation Timer' for 15 minutes.,1
tire pressure please,1
i want to update you name now,1
the idea was first described in 1964,0
"from now on, my name is tom",1
initialize the system to the state,0
"Assistant, remind me to wish Ajay 'Happy Birthday' tomorrow.",1
his mother was an american journalist,0
"tell me when i need to replace my tires, if i replaced them on october 1, 2017",1
"This inverter is not working properly again, I think.",0
changes to episode planted,0
can you tell me how to figure a percentage of a number,1
"My friend is learning to play the guitar online, he was saying.",0
what steps do i need to follow to change the oil in my car,1
when does my flight arrive,1
That play had a surprisingly complex plot for a comedy.,0
his advisor was emil wiechert,0
who is responsible for your design,1
"i tried to use my credit card yesterday, but it did not work",1
i would like to check my reservation for jean at taco house,1
what is the eta on getting a replacement card,1
what is the least amount i can pay for power bill,1
what's the routing number for my current checking,1
get me dwight howard shooting average,1
this alignment was more political and practical than ideological,0
i wonder if you can explain the meaning of life,1
he also won at martinsville on september 21st,0
