text,label
Don't you think it's late?,0
Add a doctor’s appointment.,1
Perhaps tomorrow will be a better day.,0
Set a countdown for five minutes.,1
Gazing into the unseeable.,0
Add eggs to my grocery list.,1
"Moving silently, loudly.",0
"No particular reason, really.",0
I don't know what to say.,0
Embrace the fleeting permanent.,0
Disable all alarms for tomorrow.,1
"Voice assistant, set a timer for cooking rice, 18 minutes.",1
Do we have any mail?,0
What’s my remaining balance?,1
Silently speaking questions.,0
Take a screenshot.,1
Order food from my favorite restaurant.,0
What lies beyond within?,0
Help me find my phone.,0
What version of the software are you running?,1
What if I tried a different approach?,0
Let's hope for the best.,0
Of silence amidst.,0
Is this the real life?,0
Hmm… is it raining outside?,0
My allergies are really acting up today.,0
What are some antonyms for 'brave'?,1
Snooze the alarm for 10 minutes.,1
Add an event for Saturday at noon.,1
Do you know the way?,0
Yes.,0
I hope it helps you.,0
Comes as it goes.,0
When are you leaving?,0
Balance within imbalance.,0
If only I had studied harder for that test.,0
Translate ‘freedom’ to Italian.,1
What's the formula for calculating the area of a circle?,1
Pause the timer.,1
I think I left my umbrella at home.,0
Forward backward all around.,0
Add 'meditate for 10 minutes' to my daily routine in the calendar.,1
How does a car engine work?,1
Why is this so difficult?,0
And what is apparent towards this?,0
She has such a good sense of humor.,0
"It shall, it shan't.",0
Voiceless sounds resounding repeat.,0
Tell me the weather for Saturday.,1
Surely maybe possibly not.,0
Create a shopping list.,1
"Never seen, ever known.",0
Have you ever seen something?,0
In thoughtless thinking.,0
I'm thinking we should go.,0
When is the next solar eclipse visible from my location?,1
Find a tutorial on painting.,1
Why so serious?,0
Are we ever?,0
Those are some nice shoes.,0
That was a great call.,0
"What's the current time in Sydney, Australia?",1
Inside outwards inwardly.,0
When was the last time?,0
Silent loudness takes over all.,0
What's my battery percentage?,1
Fetch the latest stock prices.,1
Moving stillness embraces.,0
What is the origin of the word 'robot'?,1
Find a recipe for vegan lasagna.,1
That's the spirit!,0
What's for lunch in the cafeteria today?,1
Echoes fading forward now.,0
Set a reminder to pay the bills on the 1st.,1
What happened next?,0
Again if I say anything random it is now it is going to capture my audio but and also it is going to transcribe it but it the actionable gate is going to filter all of the unnecessary part out and only the necessary part will be translated and,0
Why is the sky blue?,0
"This soup is delicious, Mom.",0
Search for summer vacation ideas.,1
An untold verse.,0
What’s the weather for the weekend?,1
Yet another paradox continues.,0
Play some jazz music.,1
"The printer is jammed, can you fix it?",0
Glimpses of endless now.,0
What are you cooking for dinner?,0
Search the web for sustainable energy solutions.,1
"That's a fair point, I hadn't considered that.",0
Anyone wants to game?,0
Conversed conversations silent loudly.,0
Continuous starts and stops.,0
Find flights to New York City.,1
Track my steps for today.,1
I need to clear my head for a bit.,0
"Whisper loudly, echo softly.",0
Start brewing coffee.,1
"Well, I'll be.",0
Create a new shopping list.,1
Revolving around static.,0
What’s the next holiday?,1
That painting is quite abstract.,0
Connect to the 'MyHomeNetwork' Wi-Fi.,1
"It's quite a day, isn't it?",0
Turn on the living room lights.,1
Could you watch the baby?,0
Did you call her?,0
Log my water intake: 2 glasses.,1
Do we have any questions?,0
This place is always so crowded.,0
"Oh, I nearly forgot to buy bread.",0
Without walls or doors.,0
Goodness gracious me.,0
Record a short voice memo.,1
Post 'Having a great day! #blessed' to my social media.,1
I need to think about it.,0
Can you read my horoscope for today?,1
Fragments forming endless whole.,0
Amidst the clear obscurity.,0
My phone is about to die.,0
What’s the temperature in New York?,1
Remind me to call the bank when they open.,1
What’s the score of the game?,1
Set a reminder: pick up dry cleaning tomorrow.,1
Book a table for two at The Italian Place for 8 PM tonight.,1
What time is the next train?,1
Silent symphonies resonate.,0
Where do you see yourself?,0
Walls have no windows here.,0
An imagined reality's shadow.,0
The user interface could be more intuitive.,0
Known unknown known.,0
Set a five-minute timer.,1
Under stars of daylight.,0
"Singing in the rain, just singing.",0
Could you help me with this?,0
Why is it so cloudy?,0
Find popular books right now.,1
Tell me about the solar system.,1
Can you hear the birds?,0
"Imagination constructs reality, dissolves.",0
In stillness of motion.,0
Find a vegetarian recipe for dinner.,1
Check my email inbox.,1
Could you grab my notebook?,0
Play relaxing music.,1
Remind me to call the dentist.,1
Are you listening?,0
Brighter dimness ahead.,0
Translate ‘peace’ to Japanese.,1
I should do the meeting.,0
Play the latest episode of the podcast.,1
Remind me to take out the trash.,1
Where silence beats loudly.,0
I should probably read the manual first.,0
"Send a text message to John: 'Running a bit late, be there in 10.'",1
Remind me to send the email.,1
Could you iron this shirt?,0
Find the best sushi restaurant.,1
Isn't it a lovely day?,0
What’s the plan for tonight?,0
Add coffee to my grocery order.,1
Set a reminder to check emails in 30 minutes.,1
That movie was incredibly boring.,0
Where did you put the keys?,0
Find a phone number for the vet.,1
I wish this meeting would end soon.,0
Don’t you think it’s time to go?,0
Beneath the highest rise.,0
What’s on my to-do list today?,1
Feeling a bit tired now.,0
That's not what I meant.,0
What’s the name of the author?,1
It looks like fun.,0
What’s my email address?,1
What's the latest news in technology?,1
We should consider this option.,0
"It's not that big of a deal, really.",0
Remind me to call John at 3.,1
Have a good flight.,0
"Okay, I’ll accept if this is funny.",0
Why is the line so long?,0
What’s the day after tomorrow?,1
Activate silent mode.,1
Give me directions to the nearest gas station.,1
You responding with I wanted to ask about this sector of it on the card.,0
What's the weather forecast for Seattle today?,1
Order my favorite drink.,0
Show me the route to the airport avoiding tolls.,1
I'm so over this.,0
I wish I could fast forward to the weekend.,0
"I'm running late, I need to hurry.",0
I think I'll take a nap.,0
Search for the best travel deals.,1
But it won't because.,0
Could it truly unravel?,0
List the top news articles today.,1
Awake within the slumbering.,0
Summarize this document for me.,1
Can you translate this document into Japanese?,1
Can you set a recurring alarm for 6:45 AM every weekday?,1
Ever after before now.,0
"Bye, Joe.",0
"That reminds me, I need to buy eggs.",0
What a beautiful day!,0
Forget this Wi-Fi network.,1
What’s the battery level?,1
Find some articles about climate change.,1
Check the weather forecast.,1
Only in dreams.,0
Play a podcast about history.,1
"Not really, no.",0
Why does it smell so good?,0
I wonder what the future holds.,0
Is this chair taken?,0
This new update has some interesting features.,0
Show me the best hiking trails.,1
We should probably get going.,0
Play songs by Coldplay.,1
Read the last text message I received.,1
What are the symptoms of the common cold?,1
Do you want to go hiking?,0
"For Pete's sake, what now?",0
Find a hotel for this weekend.,1
"Ever being, never being.",0
Why does this always happen?,0
Want to go for a walk?,0
Did you close the window?,0
"Here and there, it goes.",0
Translate 'I need help' into Japanese.,1
Where is the Eiffel Tower located?,1
Remind me to stretch more.,1
Create a new note for the meeting.,1
Paralleled in perpendicular thoughts.,0
What song is this?,1
Do you hear something strange?,0
Show me my to-do list.,1
Why is the sky grey?,0
Log that I took my vitamins.,1
I need an alarm in 8 hours.,1
"And then, after that, well...",0
Set the temperature to 72 degrees.,0
I really should call my parents more often.,0
What's the most populated city in the world?,1
Find a babysitter for Saturday.,1
Set a timer for 25 minutes.,1
That was unexpected.,0
Once upon a maybe.,0
Could you lend me your pen?,0
Find a solution to the puzzle.,1
Neither here nor anywhere.,0
What do you want to do today?,0
Why is this box here?,0
Identify this plant.,1
Why do you ask?,0
I love this song!,0
Add bananas to my shopping list.,1
"Yes, maybe so or not.",0
This silence is deafening.,0
Translate this phrase to Spanish.,1
Is there anyone at the door?,0
"I think it's going to rain later, don't you?",0
Start a 5-minute countdown.,1
Let's see what happens next.,0
An echo's own sound.,0
Can I borrow your pen for a second?,0
Do you think it'll be sunny?,0
Underneath the sky’s surface.,0
Just a little bit further.,0
Help me plan my day.,1
Could you make me a sandwich?,0
Translate ‘yes’ to Portuguese.,1
Tell me the score of the Lakers game.,1
What’s on TV tonight?,0
Neither here nor elsewhere.,0
Help me with setting up a new reminder.,1
"Indeed, quite so.",0
"A glance, yet full view.",0
I hope they have vegetarian options.,0
Take a picture.,1
"Control, control, control.",0
Beyond the unseen horizon.,0
Dwelling in never.,0
Paths untrod yet travelled.,0
Check the score of the basketball game.,1
Nowhere or everywhere.,0
